state,obs,action,episode,agent_idx
"Players: ((3, 1) facing (1, 0) holding onion@(3, 1), (1, 1) facing (1, 0) holding None), Objects: [soup@(3, 0)
Ingredients:	[onion@(3, 0), onion@(3, 0), onion@(3, 0)]
Cooking Tick:	7, onion@(2, 1)], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 141","[ 0.  0.  1.  0.  0.  0.  0.  0. -1.  0.  0.  0. -1.  2.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.  0.  1.  0.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  3.  0.  0.  1.  1.  0.  0.
  0.  0.  0.  0.  1.  0.  1.  0.  1.  1.  0.  3.  0. 33.  0. -1.  1.  0.
  1.  1.  2.  0.  1.  1.]",3,0,1
"Players: ((3, 1) facing (1, 0) holding onion@(3, 1), (1, 1) facing (-1, 0) holding None), Objects: [soup@(3, 0)
Ingredients:	[onion@(3, 0), onion@(3, 0), onion@(3, 0)]
Cooking Tick:	8, onion@(2, 1)], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 142","[ 0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  3.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  1.  0.  1.  0.  1.  1.
  0.  3.  0. 32.  0. -1.  1.  0.  1.  1.  0.  0.  0.  1.  0.  0.  0.  0.
 -1.  0.  0.  0. -1.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  1.  1. -2.  0.  3.  1.]",5,0,0
"Players: ((3, 1) facing (1, 0) holding None, (1, 1) facing (-1, 0) holding None), Objects: [soup@(3, 0)
Ingredients:	[onion@(3, 0), onion@(3, 0), onion@(3, 0)]
Cooking Tick:	9, onion@(2, 1), soup@(4, 1)
Ingredients:	[onion@(4, 1)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 143","[ 0.  0.  0.  1.  0.  0.  0.  0. -1.  0.  0.  0. -1.  2.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.  0.  1.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  3.  0.  0.  1.  0.  0.  0.
  0.  1.  0.  0.  1.  0.  1.  0.  1.  1.  0.  3.  0. 31.  0. -1.  1.  0.
  1.  1.  2.  0.  1.  1.]",5,0,1
"Players: ((3, 1) facing (1, 0) holding None, (1, 1) facing (-1, 0) holding onion@(1, 1)), Objects: [soup@(3, 0)
Ingredients:	[onion@(3, 0), onion@(3, 0), onion@(3, 0)]
Cooking Tick:	10, onion@(2, 1), soup@(4, 1)
Ingredients:	[onion@(4, 1)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 144","[ 0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  3.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  1.  0.  1.  0.  1.  1.
  0.  3.  0. 30.  0. -1.  1.  0.  1.  1.  0.  0.  0.  1.  1.  0.  0.  0.
  0.  0.  0.  0. -1.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  1.  1. -2.  0.  3.  1.]",3,0,0
"Players: ((3, 1) facing (-1, 0) holding None, (1, 1) facing (-1, 0) holding onion@(1, 1)), Objects: [soup@(3, 0)
Ingredients:	[onion@(3, 0), onion@(3, 0), onion@(3, 0)]
Cooking Tick:	11, onion@(2, 1), soup@(4, 1)
Ingredients:	[onion@(4, 1)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 145","[ 0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0. -1.  2.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.  0.  0.  1.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  3.  0.  0.  1.  0.  1.  1.
  0.  3.  0. 29.  0. -1.  1.  0.  0.  0.  0.  1.  0.  0.  1.  0.  1.  0.
  1.  1.  2.  0.  1.  1.]",2,0,1
"Players: ((3, 1) facing (-1, 0) holding None, (1, 1) facing (1, 0) holding onion@(1, 1)), Objects: [soup@(3, 0)
Ingredients:	[onion@(3, 0), onion@(3, 0), onion@(3, 0)]
Cooking Tick:	12, onion@(2, 1), soup@(4, 1)
Ingredients:	[onion@(4, 1)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 146","[ 0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  3.  0.  0.  1.  0.  1.  1.  0.  3.  0. 28.  0. -1.  1.  0.  0.  0.
  0.  1.  0.  0.  1.  0.  1.  0.  1.  1.  0.  0.  1.  0.  1.  0.  0.  0.
  0.  0.  0.  0. -1.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  1.  1. -2.  0.  3.  1.]",5,0,0
"Players: ((3, 1) facing (-1, 0) holding onion@(3, 1), (1, 1) facing (1, 0) holding onion@(1, 1)), Objects: [soup@(3, 0)
Ingredients:	[onion@(3, 0), onion@(3, 0), onion@(3, 0)]
Cooking Tick:	13, soup@(4, 1)
Ingredients:	[onion@(4, 1)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 147","[ 0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0. -1.  2.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.  0.  0.  1.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  3.  0.  0.  1.  0.  1.  1.
  0.  3.  0. 27.  0. -1.  1.  0.  0.  0.  0.  1.  0.  0.  1.  0.  1.  0.
  1.  1.  2.  0.  1.  1.]",5,0,1
"Players: ((3, 1) facing (-1, 0) holding onion@(3, 1), (1, 1) facing (1, 0) holding None), Objects: [soup@(3, 0)
Ingredients:	[onion@(3, 0), onion@(3, 0), onion@(3, 0)]
Cooking Tick:	14, soup@(4, 1)
Ingredients:	[onion@(4, 1)]
Cooking Tick:	-1, onion@(2, 1)], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 148","[ 0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  3.  0.  0.  1.  0.  1.  1.  0.  3.  0. 26.  0. -1.  1.  0.  0.  0.
  0.  1.  0.  0.  1.  0.  1.  0.  1.  1.  0.  0.  1.  0.  0.  0.  0.  0.
 -1.  0.  0.  0. -1.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  1.  1. -2.  0.  3.  1.]",2,0,0
"Players: ((3, 1) facing (1, 0) holding onion@(3, 1), (1, 1) facing (1, 0) holding None), Objects: [soup@(3, 0)
Ingredients:	[onion@(3, 0), onion@(3, 0), onion@(3, 0)]
Cooking Tick:	15, soup@(4, 1)
Ingredients:	[onion@(4, 1)]
Cooking Tick:	-1, onion@(2, 1)], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 149","[ 0.  0.  1.  0.  0.  0.  0.  0. -1.  0.  0.  0. -1.  2.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.  0.  1.  0.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  3.  0.  0.  1.  0.  0.  0.
  0.  1.  0.  0.  1.  0.  1.  0.  1.  1.  0.  3.  0. 25.  0. -1.  1.  0.
  1.  1.  2.  0.  1.  1.]",1,0,1
"Players: ((3, 1) facing (1, 0) holding onion@(3, 1), (1, 2) facing (0, 1) holding None), Objects: [soup@(3, 0)
Ingredients:	[onion@(3, 0), onion@(3, 0), onion@(3, 0)]
Cooking Tick:	16, soup@(4, 1)
Ingredients:	[onion@(4, 1)]
Cooking Tick:	-1, onion@(2, 1)], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 150","[ 0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  3.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  1.  0.  1.  0.  1.  1.
  0.  3.  0. 24.  0. -1.  1.  0.  1.  1.  0.  1.  0.  0.  0.  0.  0.  0.
 -1.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  1.  1. -2.  1.  3.  1.]",5,0,0
"Players: ((3, 1) facing (1, 0) holding None, (1, 2) facing (0, 1) holding None), Objects: [soup@(3, 0)
Ingredients:	[onion@(3, 0), onion@(3, 0), onion@(3, 0)]
Cooking Tick:	17, soup@(4, 1)
Ingredients:	[onion@(4, 1), onion@(4, 1)]
Cooking Tick:	-1, onion@(2, 1)], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 151","[ 0.  1.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0. -1.  1.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  1.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  3.  0.  0.  1.  0.  0.  0.
  0.  2.  0.  0.  1.  0.  1.  0.  1.  1.  0.  3.  0. 23.  0. -1.  1.  0.
  1.  1.  2. -1.  1.  2.]",1,0,1
"Players: ((3, 1) facing (1, 0) holding None, (1, 3) facing (0, 1) holding None), Objects: [soup@(3, 0)
Ingredients:	[onion@(3, 0), onion@(3, 0), onion@(3, 0)]
Cooking Tick:	18, soup@(4, 1)
Ingredients:	[onion@(4, 1), onion@(4, 1)]
Cooking Tick:	-1, onion@(2, 1)], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 152","[ 0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  3.  0.  0.  1.  0.  0.  0.  0.  2.  0.  0.  1.  0.  1.  0.  1.  1.
  0.  3.  0. 22.  0. -1.  1.  0.  1.  1.  0.  1.  0.  0.  0.  0.  0.  0.
 -1. -1.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.
  1.  1. -2.  2.  3.  1.]",3,0,0
"Players: ((3, 1) facing (-1, 0) holding None, (1, 3) facing (0, 1) holding None), Objects: [soup@(3, 0)
Ingredients:	[onion@(3, 0), onion@(3, 0), onion@(3, 0)]
Cooking Tick:	19, soup@(4, 1)
Ingredients:	[onion@(4, 1), onion@(4, 1)]
Cooking Tick:	-1, onion@(2, 1)], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 153","[ 0.  1.  0.  0.  0.  0.  0.  0. -1. -1.  0.  0. -1.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  0.  0.  0.  1.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  3.  0.  0.  1.  0.  1.  1.
  0.  3.  0. 21.  0. -1.  1.  0.  0.  0.  0.  2.  0.  0.  1.  0.  1.  0.
  1.  1.  2. -2.  1.  3.]",3,0,1
"Players: ((3, 1) facing (-1, 0) holding None, (1, 3) facing (-1, 0) holding None), Objects: [soup@(3, 0)
Ingredients:	[onion@(3, 0), onion@(3, 0), onion@(3, 0)]
Cooking Tick:	20, soup@(4, 1)
Ingredients:	[onion@(4, 1), onion@(4, 1)]
Cooking Tick:	-1, onion@(2, 1)], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 154","[ 0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  3.  0.  0.  1.  0.  1.  1.  0.  3.  0. 20.  0. -1.  1.  0.  0.  0.
  0.  2.  0.  0.  1.  0.  1.  0.  1.  1.  0.  0.  0.  1.  0.  0.  0.  0.
 -1. -1.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.
  1.  1. -2.  2.  3.  1.]",5,0,0
"Players: ((3, 1) facing (-1, 0) holding onion@(3, 1), (1, 3) facing (-1, 0) holding None), Objects: [soup@(3, 0)
Ingredients:	[onion@(3, 0), onion@(3, 0), onion@(3, 0)]
Cooking Tick:	21, soup@(4, 1)
Ingredients:	[onion@(4, 1), onion@(4, 1)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 155","[ 0.  0.  0.  1.  0.  0.  0.  0. -1. -1.  0.  0. -1.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  0.  0.  0.  1.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  3.  0.  0.  1.  0.  1.  1.
  0.  3.  0. 19.  0. -1.  1.  0.  0.  0.  0.  2.  0.  0.  1.  0.  1.  0.
  1.  1.  2. -2.  1.  3.]",5,0,1
"Players: ((3, 1) facing (-1, 0) holding onion@(3, 1), (1, 3) facing (-1, 0) holding dish@(1, 3)), Objects: [soup@(3, 0)
Ingredients:	[onion@(3, 0), onion@(3, 0), onion@(3, 0)]
Cooking Tick:	22, soup@(4, 1)
Ingredients:	[onion@(4, 1), onion@(4, 1)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 156","[ 0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  3.  0.  0.  1.  0.  1.  1.  0.  3.  0. 18.  0. -1.  1.  0.  0.  0.
  0.  2.  0.  0.  1.  0.  1.  0.  1.  1.  0.  0.  0.  1.  0.  0.  1.  0.
 -1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.
  1.  1. -2.  2.  3.  1.]",2,0,0
"Players: ((3, 1) facing (1, 0) holding onion@(3, 1), (1, 3) facing (-1, 0) holding dish@(1, 3)), Objects: [soup@(3, 0)
Ingredients:	[onion@(3, 0), onion@(3, 0), onion@(3, 0)]
Cooking Tick:	23, soup@(4, 1)
Ingredients:	[onion@(4, 1), onion@(4, 1)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 157","[ 0.  0.  0.  1.  0.  0.  1.  0. -1. -1.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  0.  0.  1.  0.  1.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  3.  0.  0.  1.  0.  0.  0.
  0.  2.  0.  0.  1.  0.  1.  0.  1.  1.  0.  3.  0. 17.  0. -1.  1.  0.
  1.  1.  2. -2.  1.  3.]",0,0,1
"Players: ((3, 1) facing (1, 0) holding onion@(3, 1), (1, 2) facing (0, -1) holding dish@(1, 2)), Objects: [soup@(3, 0)
Ingredients:	[onion@(3, 0), onion@(3, 0), onion@(3, 0)]
Cooking Tick:	24, soup@(4, 1)
Ingredients:	[onion@(4, 1), onion@(4, 1)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 158","[ 0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  3.  0.  0.  1.  0.  0.  0.  0.  2.  0.  0.  1.  0.  1.  0.  1.  1.
  0.  3.  0. 16.  0. -1.  1.  0.  1.  1.  1.  0.  0.  0.  0.  0.  1.  0.
 -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  1.  1. -2.  1.  3.  1.]",5,0,0
"Players: ((3, 1) facing (1, 0) holding None, (1, 2) facing (0, -1) holding dish@(1, 2)), Objects: [soup@(3, 0)
Ingredients:	[onion@(3, 0), onion@(3, 0), onion@(3, 0)]
Cooking Tick:	25, soup@(4, 1)
Ingredients:	[onion@(4, 1), onion@(4, 1), onion@(4, 1)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 159","[ 1.  0.  0.  0.  0.  0.  1.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  1.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  3.  0.  0.  1.  0.  1.  0.
  0.  3.  0.  0.  1.  0.  1.  0.  1.  1.  0.  3.  0. 15.  0. -1.  1.  0.
  1.  1.  2. -1.  1.  2.]",0,0,1
"Players: ((3, 1) facing (1, 0) holding None, (1, 1) facing (0, -1) holding dish@(1, 1)), Objects: [soup@(3, 0)
Ingredients:	[onion@(3, 0), onion@(3, 0), onion@(3, 0)]
Cooking Tick:	26, soup@(4, 1)
Ingredients:	[onion@(4, 1), onion@(4, 1), onion@(4, 1)]
Cooking Tick:	-1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 160","[ 0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  3.  0.  0.  1.  0.  1.  0.  0.  3.  0.  0.  1.  0.  1.  0.  1.  1.
  0.  3.  0. 14.  0. -1.  1.  0.  1.  1.  1.  0.  0.  0.  0.  0.  1.  0.
 -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  1.  1. -2.  0.  3.  1.]",5,0,0
"Players: ((3, 1) facing (1, 0) holding None, (1, 1) facing (0, -1) holding dish@(1, 1)), Objects: [soup@(3, 0)
Ingredients:	[onion@(3, 0), onion@(3, 0), onion@(3, 0)]
Cooking Tick:	27, soup@(4, 1)
Ingredients:	[onion@(4, 1), onion@(4, 1), onion@(4, 1)]
Cooking Tick:	1], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 161","[ 1.  0.  0.  0.  0.  0.  1.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.  0.  1.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  3.  0.  0.  1.  0.  1.  1.
  0.  3.  0. 39.  1.  0.  1.  0.  1.  1.  0.  3.  0. 13.  0. -1.  1.  0.
  1.  1.  2.  0.  1.  1.]",2,0,1
"Players: ((3, 1) facing (1, 0) holding None, (1, 1) facing (1, 0) holding dish@(1, 1)), Objects: [soup@(3, 0)
Ingredients:	[onion@(3, 0), onion@(3, 0), onion@(3, 0)]
Cooking Tick:	28, soup@(4, 1)
Ingredients:	[onion@(4, 1), onion@(4, 1), onion@(4, 1)]
Cooking Tick:	2], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 162","[ 0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  3.  0.  0.  1.  0.  1.  1.  0.  3.  0. 38.  1.  0.  1.  0.  1.  1.
  0.  3.  0. 12.  0. -1.  1.  0.  1.  1.  0.  0.  1.  0.  0.  0.  1.  0.
 -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  1.  1. -2.  0.  3.  1.]",3,0,0
"Players: ((3, 1) facing (-1, 0) holding None, (1, 1) facing (1, 0) holding dish@(1, 1)), Objects: [soup@(3, 0)
Ingredients:	[onion@(3, 0), onion@(3, 0), onion@(3, 0)]
Cooking Tick:	29, soup@(4, 1)
Ingredients:	[onion@(4, 1), onion@(4, 1), onion@(4, 1)]
Cooking Tick:	3], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 163","[ 0.  0.  1.  0.  0.  0.  1.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.  0.  0.  1.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  3.  0.  0.  1.  0.  1.  1.
  0.  3.  0. 11.  0. -1.  1.  0.  1.  1.  0.  3.  0. 37.  1.  0.  1.  0.
  1.  1.  2.  0.  1.  1.]",5,0,1
"Players: ((3, 1) facing (-1, 0) holding None, (1, 1) facing (1, 0) holding None), Objects: [soup@(3, 0)
Ingredients:	[onion@(3, 0), onion@(3, 0), onion@(3, 0)]
Cooking Tick:	30, soup@(4, 1)
Ingredients:	[onion@(4, 1), onion@(4, 1), onion@(4, 1)]
Cooking Tick:	4, dish@(2, 1)], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 164","[ 0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  3.  0.  0.  1.  0.  1.  1.  0.  3.  0. 10.  0. -1.  1.  0.  1.  1.
  0.  3.  0. 36.  1.  0.  1.  0.  1.  1.  0.  0.  1.  0.  0.  0.  0.  0.
 -1.  0.  0.  0. -1.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
  1.  1. -2.  0.  3.  1.]",5,0,0
"Players: ((3, 1) facing (-1, 0) holding dish@(3, 1), (1, 1) facing (1, 0) holding None), Objects: [soup@(3, 0)
Ingredients:	[onion@(3, 0), onion@(3, 0), onion@(3, 0)]
Cooking Tick:	31, soup@(4, 1)
Ingredients:	[onion@(4, 1), onion@(4, 1), onion@(4, 1)]
Cooking Tick:	5], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 165","[ 0.  0.  1.  0.  0.  0.  0.  0. -1.  0.  0.  0. -1.  2.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.  0.  0.  1.  0.  0.  1.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  3.  0.  0.  1.  0.  1.  1.
  0.  3.  0.  9.  0. -1.  1.  0.  1.  1.  0.  3.  0. 35.  1.  0.  1.  0.
  1.  1.  2.  0.  1.  1.]",1,0,1
"Players: ((3, 1) facing (-1, 0) holding dish@(3, 1), (1, 2) facing (0, 1) holding None), Objects: [soup@(3, 0)
Ingredients:	[onion@(3, 0), onion@(3, 0), onion@(3, 0)]
Cooking Tick:	32, soup@(4, 1)
Ingredients:	[onion@(4, 1), onion@(4, 1), onion@(4, 1)]
Cooking Tick:	6], Bonus orders: [] All orders: [('onion',), ('onion', 'onion'), ('onion', 'onion', 'onion')] Timestep: 166","[ 0.  0.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  3.  0.  0.  1.  0.  1.  1.  0.  3.  0.  8.  0. -1.  1.  0.  1.  1.
  0.  3.  0. 34.  1.  0.  1.  0.  1.  1.  0.  1.  0.  0.  0.  0.  0.  0.
 -1.  0.  0.  0. -1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  1.  1. -2.  1.  3.  1.]",0,0,0
